	NCIH596Sskp140h1_h0	NCIH596Sskp140h2_h0	NCIH596S3skp143hHGF1_h3	NCIH596S3skp143hHGF2_h3	NCIH596S6skp146hHGF1_h6	NCIH596S6skp146hHGF2_h6	NCIH596S12skp1412hHGF1_h12	NCIH596S12skp1412hHGF2_h12
GH1:ENSG00000259384	0	0	0	0	0	0	0	0
AC025040.2:ENSG00000259388	0	0	1	1	0	1	2	0
H3P38:ENSG00000259389	0	0	0	0	0	0	0	0
AC090877.1:ENSG00000259392	0	0	0	0	0	0	0	0
AC025918.2:ENSG00000259393	0	0	0	0	0	0	0	0
AC079328.1:ENSG00000259394	0	0	0	0	0	1	0	0
AC021231.2:ENSG00000259397	1	0	1	1	1	0	0	0
TGIF2-RAB5IF:ENSG00000259399	5	7	22	17	0	0	18	5
EFL1P1:ENSG00000259404	0	0	0	0	0	0	0	0
ISCA1P4:ENSG00000259405	0	0	0	0	0	0	0	0
HNRNPA1P45:ENSG00000259411	0	0	0	0	0	0	0	0
AC011270.1:ENSG00000259413	0	0	0	0	0	0	0	0
AC242376.1:ENSG00000259414	13	12	5	17	1	14	30	1
CTXND1:ENSG00000259417	0	0	0	0	0	0	0	0
HNRNPCP3:ENSG00000259419	0	1	2	2	0	1	0	0
AL022318.2:ENSG00000259421	0	0	0	0	0	0	0	0
AC011767.1:ENSG00000259425	0	0	0	1	0	0	0	0
DPPA5P2:ENSG00000259427	0	0	0	0	0	0	0	0
HMGB3P26:ENSG00000259428	0	0	0	0	0	0	0	0
UBE2Q2P2:ENSG00000259429	19	30	7	15	8	13	13	8
THTPA:ENSG00000259431	165	250	116	182	138	238	200	95
AC051619.2:ENSG00000259433	0	0	0	0	0	0	0	0
OR4N3P:ENSG00000259435	0	0	0	0	0	0	0	0
NPM1P43:ENSG00000259440	0	0	0	0	0	0	0	0
MRPL15P1:ENSG00000259441	0	0	0	0	0	0	0	0
NIFKP8:ENSG00000259449	0	2	0	0	0	0	0	0
AC009269.1:ENSG00000259452	0	0	0	0	0	0	0	0
WBP1LP5:ENSG00000259454	0	0	0	0	0	0	0	0
ANP32BP3:ENSG00000259461	0	0	0	0	0	0	0	0
SNRPCP18:ENSG00000259464	0	0	0	0	0	0	0	0
AHCYP7:ENSG00000259465	0	0	0	0	0	0	0	0
NPM1P47:ENSG00000259466	0	0	0	0	0	0	0	0
NDUFAF4P1:ENSG00000259467	0	0	0	0	0	1	1	0
KRT8P9:ENSG00000259470	1	0	0	0	1	0	0	0
AC012653.1:ENSG00000259477	0	0	0	0	0	0	0	0
SORD2P:ENSG00000259479	77	92	68	57	48	133	98	55
KRT18P47:ENSG00000259489	0	0	0	0	0	0	0	0
IGHV3OR15-7:ENSG00000259490	0	0	0	0	0	0	0	0
AC023968.2:ENSG00000259493	0	0	1	0	0	0	0	0
MRPL46:ENSG00000259494	279	383	212	345	280	482	298	211
AC021818.2:ENSG00000259496	0	0	0	0	0	0	0	0
KRT8P24:ENSG00000259500	0	0	0	0	0	0	0	0
AL132640.2:ENSG00000259502	1	0	0	0	0	1	1	0
AC009268.1:ENSG00000259505	0	0	0	0	0	0	0	0
AC103968.1:ENSG00000259507	0	0	0	0	0	0	0	0
AC073941.2:ENSG00000259509	0	0	0	0	0	0	0	0
UBE2Q2L:ENSG00000259511	0	1	0	0	1	0	0	0
HNRNPA1P5:ENSG00000259512	0	1	0	0	0	0	0	0
CYCSP38:ENSG00000259513	0	0	0	0	0	0	0	0
ANP32AP1:ENSG00000259516	1	0	0	1	0	2	0	0
AL136295.4:ENSG00000259522	20	18	15	20	21	21	49	16
GCSHP2:ENSG00000259525	0	0	0	0	0	0	0	0
AL136295.5:ENSG00000259529	240	278	81	124	78	172	271	65
AC022306.1:ENSG00000259531	0	1	3	1	1	3	0	0
AC040958.1:ENSG00000259533	0	0	0	0	0	0	0	0
RPL21P12:ENSG00000259535	0	0	0	0	0	0	0	0
UBE2Q2P11:ENSG00000259538	0	0	0	0	0	0	0	0
AC013452.2:ENSG00000259545	0	0	0	0	0	0	0	0
CYCSP2:ENSG00000259547	0	0	0	0	0	0	0	0
HNRNPA1P74:ENSG00000259550	0	0	0	0	0	0	0	0
AC090971.4:ENSG00000259556	2	0	0	1	0	0	1	0
HMGN1P26:ENSG00000259557	0	0	0	0	0	0	0	0
MESTP2:ENSG00000259558	0	0	0	0	0	0	0	0
AC090607.2:ENSG00000259562	20	31	14	25	28	38	34	10
KRT8P23:ENSG00000259565	0	0	0	0	0	0	0	0
AC013489.2:ENSG00000259569	0	0	0	0	0	0	0	0
AC243562.1:ENSG00000259570	0	0	0	0	0	0	0	0
BLID:ENSG00000259571	0	0	0	0	0	0	0	0
NMNAT1P5:ENSG00000259573	0	0	0	0	0	0	0	0
TYRO3P:ENSG00000259581	1	4	0	1	2	3	4	0
RBM17P4:ENSG00000259585	1	1	0	0	0	0	2	1
AC015712.3:ENSG00000259586	0	0	0	0	0	0	0	0
PRELID1P4:ENSG00000259592	0	0	3	1	0	0	1	0
MTND5P40:ENSG00000259593	0	0	0	0	0	0	0	0
AC066616.2:ENSG00000259600	0	0	0	0	0	0	0	0
AC092079.1:ENSG00000259601	0	0	0	0	0	0	0	0
AC104229.1:ENSG00000259608	0	0	0	0	0	0	0	0
AC027807.1:ENSG00000259609	0	0	0	0	0	0	0	0
EEF1A1P22:ENSG00000259612	0	1	2	2	1	1	1	0
AC087477.6:ENSG00000259614	0	0	0	0	0	0	0	0
AC010867.1:ENSG00000259619	0	0	0	0	0	0	0	0
AC026956.1:ENSG00000259622	0	0	0	0	0	0	0	0
MTND3P12:ENSG00000259626	0	0	0	0	0	0	0	0
AC104046.1:ENSG00000259630	0	0	1	3	1	3	2	0
AC090971.5:ENSG00000259632	0	0	0	0	0	0	0	0
UBE2Q2P8:ENSG00000259633	0	0	0	0	0	0	0	0
DNM1P38:ENSG00000259637	0	0	1	0	0	0	0	0
AC140725.2:ENSG00000259646	0	0	0	0	0	0	0	0
AL132640.3:ENSG00000259648	0	1	0	1	0	0	0	0
MTCO3P23:ENSG00000259651	0	0	0	0	0	0	0	0
AC090825.2:ENSG00000259655	0	0	0	0	0	0	0	0
PIGHP1:ENSG00000259657	0	0	0	0	1	0	0	0
AC027559.1:ENSG00000259658	2	5	0	2	0	0	2	3
DNM1P47:ENSG00000259660	0	2	0	0	0	1	0	0
AC021231.3:ENSG00000259665	0	0	0	0	0	0	0	0
MTCYBP23:ENSG00000259671	0	0	0	0	0	0	0	0
AC092868.2:ENSG00000259674	0	0	0	0	0	0	0	0
AC027176.2:ENSG00000259677	0	0	0	0	0	0	0	0
AC136428.1:ENSG00000259680	0	0	0	0	0	0	0	0
AC243562.2:ENSG00000259683	0	0	0	0	0	0	3	0
HNRNPA1P71:ENSG00000259686	0	0	0	0	0	0	0	0
AC019288.1:ENSG00000259688	0	0	0	0	0	0	0	0
FKBP1AP2:ENSG00000259691	0	0	0	0	0	0	0	0
AC090164.1:ENSG00000259695	0	0	0	1	0	0	0	0
AC104759.1:ENSG00000259696	0	0	0	0	0	0	0	0
FAM30C:ENSG00000259698	0	0	0	0	0	0	0	0
HMGB1P8:ENSG00000259699	1	2	1	1	0	1	2	1
HSP90B2P:ENSG00000259706	3	4	1	5	1	5	1	1
AC105339.4:ENSG00000259707	3	3	2	5	0	3	6	1
NUTF2P6:ENSG00000259710	0	0	0	0	0	0	0	0
AC087465.1:ENSG00000259722	0	0	0	0	0	0	0	0
CSPG4P11:ENSG00000259726	7	11	2	5	4	0	9	0
LINC00933:ENSG00000259728	2	4	3	4	1	1	4	0
ZNF444P1:ENSG00000259738	1	0	0	1	0	0	0	0
AC090888.3:ENSG00000259742	0	0	0	0	0	0	0	0
AC068714.1:ENSG00000259743	0	0	0	0	0	0	0	0
HSPE1P3:ENSG00000259746	6	4	3	2	4	5	2	4
NCAPGP2:ENSG00000259749	0	0	0	0	0	0	0	1
NSA2P4:ENSG00000259750	0	0	0	0	0	0	0	0
AC018868.2:ENSG00000259751	2	2	0	4	0	2	0	0
AC068234.1:ENSG00000259753	7	0	0	7	2	7	2	0
AC127381.1:ENSG00000259769	0	0	0	0	0	0	0	0
AC015871.1:ENSG00000259770	0	0	0	0	0	0	0	0
HMGB1P6:ENSG00000259781	493	674	389	510	362	706	505	354
AC093525.1:ENSG00000259784	0	0	2	0	0	0	0	0
ANP32BP1:ENSG00000259790	5	6	7	6	0	5	3	4
AC145350.1:ENSG00000259800	0	0	0	0	0	0	0	0
SLC22A31:ENSG00000259803	2	1	3	1	1	0	2	1
AC140878.1:ENSG00000259822	0	0	0	0	0	0	0	0
LYPD8:ENSG00000259823	2	2	0	3	1	2	7	1
CYP4A26P:ENSG00000259832	0	0	0	0	0	0	0	0
AGGF1P6:ENSG00000259836	0	0	0	0	0	0	0	0
ELOCP2:ENSG00000259838	0	0	0	0	0	0	1	0
IGHV3OR16-16:ENSG00000259842	0	0	0	0	0	0	0	0
GNPATP:ENSG00000259844	0	0	0	0	0	0	0	0
HERC2P10:ENSG00000259845	4	5	1	2	2	1	5	0
AC097374.1:ENSG00000259848	0	0	0	0	0	0	0	0
IGHV1OR16-2:ENSG00000259852	0	0	0	0	0	0	0	0
RAB43P1:ENSG00000259856	64	87	42	84	31	68	75	47
AC018846.1:ENSG00000259864	0	0	0	0	0	0	0	0
AC007599.1:ENSG00000259866	0	0	0	0	0	1	0	0
AC009117.1:ENSG00000259873	0	0	0	0	0	0	0	0
AC034105.2:ENSG00000259874	0	0	0	0	0	0	0	0
AC142384.1:ENSG00000259882	0	0	0	0	0	0	0	0
DNM1P50:ENSG00000259890	0	0	0	0	0	0	0	0
AC027139.1:ENSG00000259892	0	1	0	0	1	0	0	0
FRG2JP:ENSG00000259897	0	0	0	0	0	0	0	0
AC026464.1:ENSG00000259900	0	0	0	1	0	0	0	0
ACTG1P15:ENSG00000259904	0	0	0	0	0	0	0	0
AC100827.1:ENSG00000259909	0	0	0	1	0	0	0	0
AL845331.2:ENSG00000259916	0	0	0	0	0	0	1	0
HNRNPLP2:ENSG00000259917	16	20	26	22	23	37	22	27
NDUFA5P11:ENSG00000259918	1	1	3	0	0	1	0	0
AC023825.1:ENSG00000259922	0	0	0	0	0	0	0	0
AC011939.1:ENSG00000259924	1	2	1	0	2	2	1	1
AC105036.1:ENSG00000259931	0	0	0	1	0	0	0	0
AC142086.2:ENSG00000259934	0	0	0	0	0	0	0	0
AC124068.1:ENSG00000259948	0	3	1	4	3	2	4	4
AC034105.3:ENSG00000259950	0	0	0	0	0	0	0	0
RBM15B:ENSG00000259956	1133	1538	1062	1623	1203	2431	1382	871
AC007342.2:ENSG00000259962	0	0	0	0	0	0	0	0
AC007012.1:ENSG00000259963	0	0	0	0	0	0	0	0
AC137800.1:ENSG00000259966	0	0	0	0	0	0	0	0
MRPS21P8:ENSG00000259978	0	0	0	0	0	0	0	0
VN1R68P:ENSG00000259979	0	0	0	0	0	0	0	0
CDC37P1:ENSG00000259982	0	0	0	0	0	0	0	0
AC018845.2:ENSG00000259983	0	0	0	0	0	0	0	0
AL928711.1:ENSG00000259984	0	0	0	0	0	0	0	0
DUX4L46:ENSG00000259987	0	0	0	0	0	0	0	0
AC133561.2:ENSG00000259990	0	0	0	0	0	0	0	0
AC135731.1:ENSG00000259993	0	0	0	0	0	0	0	0
RARRES2P8:ENSG00000259996	0	0	0	0	0	0	0	0
IGHV1OR16-4:ENSG00000259997	0	0	0	0	0	0	0	0
TGFBR3L:ENSG00000260001	14	26	10	18	8	17	11	6
AC107871.1:ENSG00000260007	270	340	196	426	230	427	690	172
ZNF720P1:ENSG00000260010	0	0	0	0	0	0	0	0
AC007494.1:ENSG00000260012	0	0	0	0	0	0	0	0
LSM3P5:ENSG00000260014	0	0	0	0	0	0	0	0
MRPS21P7:ENSG00000260024	0	0	0	0	0	0	0	0
HOXB7:ENSG00000260027	180	237	114	150	131	185	140	120
RPL10P14:ENSG00000260031	0	0	0	0	0	0	0	0
AC023813.2:ENSG00000260033	0	0	0	0	0	0	0	0
AC013355.1:ENSG00000260036	0	0	0	0	0	1	0	0
BCAP31P2:ENSG00000260047	0	0	0	0	0	0	0	0
IGHV1OR16-3:ENSG00000260048	0	0	0	0	0	0	0	0
ABCB10P4:ENSG00000260053	0	0	0	0	0	0	0	0
GOLGA2P11:ENSG00000260062	0	0	0	0	0	0	0	0
MTND4LP25:ENSG00000260067	0	0	0	0	0	0	0	0
AC009101.1:ENSG00000260068	0	0	0	0	0	0	0	0
NSFP1:ENSG00000260075	0	0	0	0	0	0	0	0
AC007342.3:ENSG00000260078	0	0	0	0	0	0	0	0
AF274858.1:ENSG00000260081	13	22	16	18	7	22	13	8
AC106886.1:ENSG00000260082	0	0	0	0	0	0	0	0
PCMTD1P2:ENSG00000260087	0	0	0	0	0	0	0	0
ADAM3B:ENSG00000260089	0	0	0	0	0	0	0	0
AC009163.3:ENSG00000260092	0	0	0	1	2	5	1	0
DNM1P33:ENSG00000260096	0	1	0	0	0	0	0	0
SPDYE6:ENSG00000260097	0	0	0	0	0	0	1	0
AC012435.2:ENSG00000260103	1	0	0	1	1	2	0	1
AC068338.1:ENSG00000260104	0	0	0	0	0	0	0	0
AOC4P:ENSG00000260105	0	1	1	0	0	1	0	0
AC135628.1:ENSG00000260109	0	0	0	0	0	0	0	0
AC008567.1:ENSG00000260112	0	0	0	0	0	0	0	0
AC093249.1:ENSG00000260113	0	0	0	0	0	0	0	0
ULK4P2:ENSG00000260128	0	3	0	0	4	2	2	1
CA5AP1:ENSG00000260133	0	0	0	0	0	0	0	0
C1QL1P1:ENSG00000260134	0	0	0	0	0	0	0	0
CSPG4P13:ENSG00000260139	0	0	0	0	0	0	0	0
AC100827.2:ENSG00000260144	2	1	0	0	0	0	0	1
AC132186.1:ENSG00000260146	0	0	0	0	0	0	0	0
MTND5P34:ENSG00000260147	0	0	0	0	0	0	0	0
AC113208.3:ENSG00000260152	0	0	0	0	0	0	0	0
RARRES2P10:ENSG00000260153	0	0	0	0	0	0	0	0
AC233702.1:ENSG00000260157	0	0	0	0	0	0	0	0
AC091304.2:ENSG00000260159	0	0	0	0	0	0	0	0
MTCYBP28:ENSG00000260161	0	0	0	0	0	0	1	0
AC105036.2:ENSG00000260165	0	0	0	0	0	0	0	0
AC090527.3:ENSG00000260170	0	8	0	0	0	0	12	0
AC111152.3:ENSG00000260174	0	1	0	0	2	0	0	0
AC023827.1:ENSG00000260184	0	0	0	0	0	0	0	0
PPIAP48:ENSG00000260187	0	0	0	0	0	0	0	0
DUX4L47:ENSG00000260207	0	0	0	0	0	0	0	0
AC139426.1:ENSG00000260211	2	3	4	3	3	2	4	4
AL356432.3:ENSG00000260212	0	0	0	0	0	0	0	0
AC034105.4:ENSG00000260218	0	0	0	0	0	0	0	0
CCDC187:ENSG00000260220	3	4	0	0	0	0	1	0
UBL5P4:ENSG00000260224	0	0	0	0	0	0	0	0
PPIAP51:ENSG00000260229	0	0	0	0	0	0	0	0
FRRS1L:ENSG00000260230	0	0	0	0	0	0	0	0
AC020636.2:ENSG00000260234	0	0	0	0	0	0	0	0
PMF1-BGLAP:ENSG00000260238	82	74	64	95	54	93	32	38
APOOP5:ENSG00000260240	0	0	0	0	0	0	1	0
SUB1P4:ENSG00000260247	0	0	0	0	0	0	0	0
AC092368.1:ENSG00000260251	0	0	0	0	0	0	0	0
AC093524.1:ENSG00000260255	0	0	0	0	0	0	0	0
AC007346.1:ENSG00000260258	0	0	0	0	0	0	0	0
AC124944.2:ENSG00000260261	95	154	33	72	65	84	188	37
PPIAP46:ENSG00000260266	0	0	0	0	0	1	0	0
AC093525.2:ENSG00000260272	5	9	0	29	0	12	0	7
AC013565.2:ENSG00000260275	0	0	0	0	0	0	0	0
EIF4EBP2P2:ENSG00000260282	0	0	0	0	0	0	0	0
TPSP2:ENSG00000260284	1	0	1	0	0	0	1	0
ARMH2:ENSG00000260286	0	0	0	0	0	0	0	0
TBC1D3G:ENSG00000260287	0	0	2	0	0	0	0	0
AC092115.2:ENSG00000260290	9	18	18	11	8	19	22	12
FRG2GP:ENSG00000260291	0	0	0	0	0	0	0	0
ACTG1P16:ENSG00000260298	0	0	0	0	0	0	0	0
PABPC1P13:ENSG00000260307	0	0	0	0	0	0	0	0
AC136428.2:ENSG00000260308	0	0	0	0	0	0	0	0
MRC1:ENSG00000260314	1	10	0	1	2	4	4	0
COX6CP1:ENSG00000260318	0	1	0	0	0	0	0	0
HSPB9:ENSG00000260325	3	3	0	3	1	1	2	0
PHBP21:ENSG00000260326	0	0	0	0	0	0	0	0
ACTR3BP3:ENSG00000260327	0	0	0	0	0	0	0	0
AC010546.1:ENSG00000260332	0	0	0	0	0	0	0	0
AC133555.4:ENSG00000260335	0	0	0	0	1	0	0	1
C2orf69P2:ENSG00000260341	0	0	0	0	0	0	0	0
AC138811.2:ENSG00000260342	23	39	0	4	19	11	11	4
AC133485.1:ENSG00000260344	0	0	0	0	0	0	0	0
MOCS1P1:ENSG00000260347	0	0	0	0	0	0	0	0
DNM1P34:ENSG00000260357	1	0	0	0	0	0	1	0
AC026464.3:ENSG00000260371	0	0	0	0	0	0	8	0
AC126323.4:ENSG00000260375	0	0	0	0	0	0	0	0
AC074052.1:ENSG00000260379	0	0	0	0	0	0	0	0
AC087481.1:ENSG00000260382	0	0	0	0	0	0	0	0
LDC1P:ENSG00000260386	1	1	0	1	0	0	1	0
WBP11P1:ENSG00000260389	0	0	0	0	0	0	1	0
AC092119.1:ENSG00000260395	0	0	0	0	0	0	0	0
AC100756.1:ENSG00000260399	0	0	0	0	0	0	0	0
AC110079.1:ENSG00000260404	423	667	208	367	264	421	921	170
AC109446.1:ENSG00000260405	0	0	0	0	0	0	0	0
AC040169.2:ENSG00000260410	1	0	0	0	0	0	0	0
AC025279.2:ENSG00000260413	0	0	0	0	0	0	0	0
AC138869.1:ENSG00000260414	0	0	0	0	0	0	0	0
AGGF1P9:ENSG00000260427	0	0	0	0	0	0	0	0
SCX:ENSG00000260428	38	51	15	27	19	41	74	15
AC074051.1:ENSG00000260431	0	0	0	0	0	0	0	0
AC018552.1:ENSG00000260438	0	0	0	0	0	0	0	0
AC127455.1:ENSG00000260443	0	0	0	0	0	0	0	0
AC138749.2:ENSG00000260444	0	0	0	0	0	0	0	0
AC011904.1:ENSG00000260445	0	0	0	0	0	0	0	0
GEMIN8P2:ENSG00000260451	0	0	0	0	0	0	0	0
TPRKBP2:ENSG00000260452	1	2	0	0	2	0	3	1
C16orf95:ENSG00000260456	13	31	19	10	13	18	17	13
KCNJ18:ENSG00000260458	0	0	0	0	0	0	0	0
FTLP14:ENSG00000260459	2	3	2	0	3	3	1	3
PPIAP49:ENSG00000260471	1	0	0	0	0	0	0	0
AC074050.1:ENSG00000260472	0	0	0	0	0	0	0	0
C2orf69P4:ENSG00000260480	0	0	0	0	0	0	0	0
AC015720.2:ENSG00000260483	0	0	0	0	0	0	0	0
MYL12BP1:ENSG00000260490	1	0	0	1	0	2	0	0
AC002310.3:ENSG00000260494	0	0	0	1	0	1	0	0
AC141846.1:ENSG00000260497	0	0	0	0	0	0	0	0
AC009086.1:ENSG00000260514	0	0	0	0	0	0	0	0
AC133548.1:ENSG00000260516	0	0	0	0	0	0	0	0
BMS1P8:ENSG00000260518	2	0	2	0	1	1	1	3
AC106785.1:ENSG00000260522	0	0	0	0	0	0	0	0
CYP3A52P:ENSG00000260524	0	0	0	0	0	0	0	0
AC140658.3:ENSG00000260525	0	0	0	0	0	0	0	0
AC012184.2:ENSG00000260537	36	101	21	7	12	100	96	48
ABHD17AP8:ENSG00000260540	0	0	0	0	0	0	0	0
AL035425.3:ENSG00000260548	0	0	0	0	0	0	0	0
MT1L:ENSG00000260549	0	0	0	0	0	0	0	0
BNIP3P5:ENSG00000260571	3	1	0	0	0	1	5	2
EIF5A2P1:ENSG00000260576	0	0	1	0	0	1	0	0
TPST2P1:ENSG00000260582	0	0	0	0	0	0	0	0
AC142381.2:ENSG00000260584	0	0	0	0	0	0	0	0
AC023824.2:ENSG00000260590	0	0	0	0	0	0	0	0
OR4C49P:ENSG00000260595	0	0	0	0	0	0	0	0
DUX4:ENSG00000260596	0	0	0	0	0	0	0	0
FRG2IP:ENSG00000260598	0	0	0	0	0	0	0	0
HMGN2P40:ENSG00000260602	0	0	0	0	0	0	0	0
AC142086.3:ENSG00000260610	0	0	0	0	0	0	0	0
RPL23AP97:ENSG00000260615	3	2	1	3	1	1	0	0
AC073476.2:ENSG00000260622	0	0	0	0	0	0	0	0
AC142381.3:ENSG00000260628	25	21	22	38	15	26	20	10
RBM22P12:ENSG00000260631	0	0	0	0	0	0	0	0
AC025678.1:ENSG00000260639	0	0	0	0	0	0	0	0
AC092718.3:ENSG00000260643	10	6	3	6	7	7	4	6
HERC2P5:ENSG00000260644	0	0	0	0	0	0	1	0
AC133485.4:ENSG00000260649	0	0	0	0	0	0	0	0
AC113208.4:ENSG00000260660	0	0	0	0	0	0	0	0
AC138915.1:ENSG00000260662	0	0	0	0	0	0	0	0
AC093536.1:ENSG00000260668	0	1	0	0	0	0	0	0
AC026826.3:ENSG00000260674	0	0	0	0	0	0	0	0
AC109446.2:ENSG00000260675	0	0	0	0	0	0	0	0
AC093249.3:ENSG00000260678	0	0	0	0	0	0	0	0
AGGF1P5:ENSG00000260680	0	0	0	0	0	0	0	0
RN7SKP176:ENSG00000260682	1	0	0	0	0	0	0	0
AC027104.1:ENSG00000260685	1	3	0	0	0	0	0	0
AC026470.1:ENSG00000260688	0	0	0	0	0	0	0	0
HNRNPA3P11:ENSG00000260689	0	0	0	0	0	0	0	0
CYCSP39:ENSG00000260690	0	0	0	0	0	0	0	0
ANKRD20A1:ENSG00000260691	1	14	2	1	5	11	8	1
AL031713.1:ENSG00000260702	0	0	0	0	0	0	0	0
AC133552.1:ENSG00000260714	0	3	0	0	0	0	0	0
VN1R67P:ENSG00000260722	0	0	0	0	0	0	0	0
VN1R69P:ENSG00000260724	0	0	0	0	0	0	0	0
KLF8P1:ENSG00000260726	0	0	0	0	0	0	0	0
SLC7A5P1:ENSG00000260727	1	1	2	4	4	4	1	1
AC009690.1:ENSG00000260729	8	14	2	2	0	10	0	0
KRT8P22:ENSG00000260731	0	0	0	0	0	0	0	0
TLE7:ENSG00000260734	0	0	0	0	0	0	0	0
AC139256.2:ENSG00000260735	1	3	2	2	0	4	3	1
KIF18BP1:ENSG00000260746	0	0	0	0	0	0	0	0
AC022968.1:ENSG00000260747	5	9	7	1	9	10	3	1
ACSM5P1:ENSG00000260762	0	0	0	0	0	0	0	0
AC007224.1:ENSG00000260764	0	0	0	0	0	0	0	0
CES1P2:ENSG00000260765	2	0	2	4	1	2	0	1
AC104758.2:ENSG00000260776	0	0	0	0	0	0	0	0
ARHGAP23P1:ENSG00000260781	10	14	19	21	5	19	0	8
AC007225.1:ENSG00000260782	1	1	1	4	1	0	0	1
AC026150.3:ENSG00000260784	0	1	0	0	0	0	0	0
AC093519.1:ENSG00000260795	0	0	0	0	0	0	0	0
AC106734.1:ENSG00000260797	0	0	0	0	0	0	0	0
KRT8P50:ENSG00000260799	1	0	0	2	2	3	3	1
SERTM2:ENSG00000260802	0	0	0	0	0	0	0	0
VPS35P1:ENSG00000260809	0	0	0	0	0	0	0	0
OR4C45:ENSG00000260811	0	0	0	0	0	0	0	0
RARRES2P7:ENSG00000260812	0	0	0	0	0	0	0	0
PPIAP47:ENSG00000260815	0	0	0	0	0	0	0	0
AC074051.2:ENSG00000260817	0	0	0	0	0	0	0	0
UNGP1:ENSG00000260818	0	0	0	0	0	0	0	0
HMGB3P32:ENSG00000260828	1	1	2	1	0	3	1	0
AC245033.1:ENSG00000260836	5	0	0	2	0	7	0	0
AC055876.4:ENSG00000260844	0	0	0	0	0	0	0	0
FRG2HP:ENSG00000260846	0	0	0	0	0	0	0	0
AC010542.3:ENSG00000260851	0	0	0	0	0	0	0	0
AC126773.5:ENSG00000260860	0	0	0	0	0	0	0	0
AL049634.2:ENSG00000260861	0	0	0	0	0	0	0	0
CYP2C60P:ENSG00000260863	0	0	0	0	0	0	0	0
ABHD17AP7:ENSG00000260864	0	0	0	0	0	0	0	0
AC010287.1:ENSG00000260865	0	0	0	0	0	0	0	0
AC138915.2:ENSG00000260866	0	0	0	0	0	0	0	0
NDUFB10P1:ENSG00000260870	0	0	0	0	0	0	0	0
AC026458.1:ENSG00000260882	0	0	0	0	0	0	0	0
VN1R65P:ENSG00000260883	0	0	0	0	0	0	0	0
CKBP1:ENSG00000260889	0	0	0	0	0	0	0	0
DNM1P30:ENSG00000260897	0	0	0	0	0	0	0	0
AC145350.3:ENSG00000260900	0	0	0	0	0	0	0	0
XKR7:ENSG00000260903	1	1	0	1	0	0	0	0
AC009093.3:ENSG00000260908	0	0	0	0	0	1	1	0
AC012186.1:ENSG00000260909	0	0	0	0	0	0	0	0
AC026464.4:ENSG00000260914	317	428	322	462	398	685	550	304
CCPG1:ENSG00000260916	1570	1911	953	1341	853	1613	973	525
SPCS2P1:ENSG00000260928	0	0	0	0	0	0	0	0
AC091489.2:ENSG00000260933	0	0	0	0	0	0	0	0
AC007346.2:ENSG00000260939	0	0	0	0	0	0	0	0
RPL23AP91:ENSG00000260965	0	0	0	0	0	0	0	0
RARRES2P5:ENSG00000260967	0	0	0	0	0	0	0	0
FGFR3P5:ENSG00000260984	0	0	0	0	0	0	0	0
AC120498.5:ENSG00000260991	0	0	0	0	0	0	0	0
AGGF1P7:ENSG00000260994	0	0	0	0	0	0	0	0
AC074051.3:ENSG00000261007	0	0	0	0	0	0	0	0
RARRES2P6:ENSG00000261010	0	0	0	0	0	0	0	0
AL136982.4:ENSG00000261011	15	17	12	12	22	11	34	13
AC096996.1:ENSG00000261017	0	0	0	0	0	0	0	0
AL078644.1:ENSG00000261024	0	0	0	0	0	0	0	0
WFDC21P:ENSG00000261040	61	61	46	46	20	80	42	35
AC138749.3:ENSG00000261041	0	0	0	0	0	0	0	0
C2orf69P1:ENSG00000261046	0	0	0	0	0	0	0	0
AC137527.1:ENSG00000261047	0	0	0	0	0	0	0	0
AC012414.5:ENSG00000261048	0	0	0	0	0	0	0	0
SULT1A3:ENSG00000261052	214	341	57	182	38	314	312	39
NAMPTP3:ENSG00000261053	0	0	0	0	0	0	0	0
AC079416.2:ENSG00000261056	3	0	1	2	2	2	6	1
AC084783.1:ENSG00000261072	1	3	0	0	0	0	0	0
AC016180.2:ENSG00000261077	0	0	0	0	0	0	0	0
AC025678.2:ENSG00000261081	0	0	0	0	0	0	0	0
PPP1R1AP2:ENSG00000261084	0	0	0	0	0	0	0	0
CDC37P2:ENSG00000261089	0	0	0	0	0	0	0	0
ATP5MFP6:ENSG00000261102	0	0	0	0	0	0	0	0
AC138907.4:ENSG00000261108	0	0	0	0	0	0	0	0
AC133569.1:ENSG00000261111	0	0	0	0	0	0	0	0
TMEM178B:ENSG00000261115	1	3	0	1	1	0	0	0
AC133548.2:ENSG00000261127	0	0	0	0	0	0	1	0
AC140504.1:ENSG00000261130	0	0	0	0	0	0	2	0
ADAMTS7P3:ENSG00000261143	0	0	0	0	0	0	0	0
AC092121.1:ENSG00000261144	0	0	0	0	0	0	0	0
AC009060.2:ENSG00000261145	0	0	0	0	0	0	0	0
AC091167.2:ENSG00000261147	7	9	0	6	3	8	2	0
EPPK1:ENSG00000261150	420	677	1546	2051	969	1748	567	295
AC012182.2:ENSG00000261151	0	0	0	0	0	0	0	0
AC136428.3:ENSG00000261153	0	0	0	0	0	0	0	0
HMGB1P33:ENSG00000261174	0	0	0	0	0	0	0	0
AC009169.1:ENSG00000261178	0	0	0	0	0	0	0	0
AC136619.1:ENSG00000261181	0	0	0	0	0	0	0	0
RNF126P1:ENSG00000261192	0	0	0	0	0	0	0	0
