	EBC1SAMP0h1_h0	EBC1SAMP0h2_h0	EBC1S3AMP3hHGF1_h3	EBC1S3AMP3hHGF2_h3	EBC1S6AMP6hHGF1_h6	EBC1S6AMP6hHGF2_h6	EBC1S12AMP12hHGF1_h12	EBC1S12AMP12hHGF2_h12
PCDHGC4:ENSG00000242419	14	15	5	8	13	8	3	21
RPL12P36:ENSG00000242423	0	0	0	0	0	0	0	0
RN7SL274P:ENSG00000242430	0	0	0	0	0	0	0	0
AC107398.1:ENSG00000242431	0	0	0	0	0	0	0	0
UPK3BP1:ENSG00000242435	0	0	0	0	0	0	0	0
RN7SL789P:ENSG00000242436	0	0	0	0	0	0	0	0
AC127024.1:ENSG00000242439	0	0	0	0	0	0	0	0
GTF2A1L:ENSG00000242441	0	0	0	0	0	0	1	0
AC007207.1:ENSG00000242444	0	0	0	0	0	0	0	0
RPL7AP11:ENSG00000242445	7	0	4	4	2	1	2	12
MTCO3P38:ENSG00000242456	0	0	0	0	0	0	0	0
RBBP4P2:ENSG00000242457	1	4	5	2	2	2	4	5
RPS15AP32:ENSG00000242461	0	0	0	0	0	0	0	0
IGHJ5:ENSG00000242472	0	0	0	0	0	0	0	0
KIR2DP1:ENSG00000242473	0	0	0	0	0	0	0	0
AC091429.1:ENSG00000242477	1	1	4	0	0	5	2	5
AC109992.1:ENSG00000242479	0	0	2	0	0	0	0	0
RN7SL392P:ENSG00000242482	0	0	0	0	0	0	0	0
RN7SL293P:ENSG00000242483	0	0	0	0	0	0	0	0
MRPL20:ENSG00000242485	754	682	566	732	878	742	820	1444
AF107885.1:ENSG00000242488	0	0	0	0	0	0	0	0
RN7SL37P:ENSG00000242493	0	0	0	0	0	0	0	0
ARPIN:ENSG00000242498	43	49	22	24	18	22	9	28
FO393401.1:ENSG00000242507	0	0	0	0	2	0	1	1
RN7SL156P:ENSG00000242509	0	0	0	0	0	0	0	0
NDUFB4P1:ENSG00000242510	0	0	0	0	0	0	0	0
UGT1A10:ENSG00000242515	0	0	0	0	0	0	0	0
MAGEA5:ENSG00000242520	0	0	0	0	0	0	0	0
OR2U2P:ENSG00000242524	0	0	0	0	0	0	0	0
OR7E100P:ENSG00000242525	0	0	0	0	0	0	0	0
AC100771.1:ENSG00000242527	0	0	0	0	0	0	0	0
AHCYP8:ENSG00000242529	0	0	0	0	0	0	0	1
AC083798.1:ENSG00000242531	0	0	0	0	0	0	0	0
IGKV2D-28:ENSG00000242534	0	0	0	0	0	0	0	0
MRE11P1:ENSG00000242537	0	0	0	0	0	0	0	0
RN7SL169P:ENSG00000242547	0	0	0	0	0	0	0	0
SERPINB10:ENSG00000242550	2	0	1	1	0	0	0	0
POU5F1P6:ENSG00000242551	0	0	0	0	0	2	1	1
MRPL42P4:ENSG00000242552	0	0	0	0	0	0	0	0
RN7SL144P:ENSG00000242559	0	0	0	0	0	0	0	0
RN7SL797P:ENSG00000242560	0	0	0	0	0	0	0	0
ATP5MGP5:ENSG00000242561	0	0	0	0	0	0	0	0
DCAF13P1:ENSG00000242562	2	2	3	2	5	1	1	1
RN7SL372P:ENSG00000242565	0	0	0	0	0	0	0	0
RPL21P11:ENSG00000242571	0	0	0	0	1	0	0	1
ACTR3P3:ENSG00000242573	0	0	0	0	0	0	0	0
HLA-DMB:ENSG00000242574	12	6	3	8	6	7	6	9
AC012501.3:ENSG00000242575	3	1	4	4	7	3	1	3
IGKV1D-43:ENSG00000242580	0	0	0	0	0	0	0	0
AC008040.2:ENSG00000242583	0	0	0	0	0	0	0	1
AC108740.1:ENSG00000242586	0	0	0	0	0	0	0	0
RPL26P26:ENSG00000242595	0	0	0	0	0	0	0	0
MED28P8:ENSG00000242598	0	0	0	0	0	0	0	0
CSAG4:ENSG00000242599	0	0	0	0	0	0	0	0
MBL1P:ENSG00000242600	7	8	4	1	5	6	3	1
AC008953.1:ENSG00000242602	0	0	0	0	0	0	0	0
RPS3AP34:ENSG00000242607	0	0	0	0	0	0	0	0
RPS23P5:ENSG00000242608	0	0	0	0	0	0	0	0
CCDC137P:ENSG00000242609	0	0	0	0	0	0	0	0
OR5BH1P:ENSG00000242610	0	0	0	0	0	0	0	0
DECR2:ENSG00000242612	140	139	92	117	125	116	138	184
AC063952.3:ENSG00000242613	0	0	0	0	0	0	0	0
RN7SL164P:ENSG00000242614	0	0	0	0	0	0	0	0
AC022415.2:ENSG00000242615	10	16	3	1	3	6	2	7
GNG10:ENSG00000242616	402	409	408	475	529	483	632	953
RPS24P16:ENSG00000242634	0	0	0	0	2	0	0	0
RPS14P7:ENSG00000242635	0	0	0	0	0	0	0	0
RPL21P129:ENSG00000242636	0	0	0	0	0	0	0	0
RN7SL294P:ENSG00000242638	0	0	0	0	0	0	0	0
RPS29P11:ENSG00000242640	0	0	0	0	0	0	0	0
RN7SL292P:ENSG00000242650	0	0	0	0	0	0	0	0
RN7SL862P:ENSG00000242651	0	0	0	0	0	0	0	0
RN7SL132P:ENSG00000242653	0	0	0	0	0	0	0	0
RPL32P14:ENSG00000242654	0	0	0	0	0	0	0	0
RN7SL581P:ENSG00000242657	0	0	0	0	0	0	0	0
AC015911.1:ENSG00000242660	0	0	0	0	0	0	0	0
RPS3AP43:ENSG00000242661	0	0	0	0	0	0	0	0
AC087385.2:ENSG00000242667	0	0	0	0	1	0	0	0
RN7SL317P:ENSG00000242668	0	0	0	0	0	0	0	0
RPL22P13:ENSG00000242670	0	0	0	0	0	0	0	0
RN7SL167P:ENSG00000242673	0	0	0	0	0	0	0	0
RPS16P9:ENSG00000242675	1	0	0	0	1	1	0	0
RPL12P21:ENSG00000242683	0	0	0	0	0	0	0	0
RN7SL304P:ENSG00000242688	0	0	0	0	0	0	0	0
CNTF:ENSG00000242689	86	86	109	97	181	132	152	206
RPS27AP1:ENSG00000242692	0	0	0	0	0	0	0	0
RN7SL40P:ENSG00000242696	0	0	0	0	0	0	0	0
RPL5P12:ENSG00000242697	2	0	0	0	0	3	1	1
RN7SL516P:ENSG00000242699	0	0	0	0	0	0	0	0
CCT4P1:ENSG00000242703	0	0	0	0	0	0	0	0
ICE2P2:ENSG00000242705	0	0	0	0	0	0	0	0
RPS27AP9:ENSG00000242706	0	0	0	0	0	0	0	0
RN7SL362P:ENSG00000242707	0	0	0	0	0	0	0	0
RPL30P9:ENSG00000242709	0	0	0	0	0	0	0	0
CCDC169:ENSG00000242715	5	7	2	4	4	2	3	5
RN7SL806P:ENSG00000242719	0	0	0	0	0	0	0	0
AC104687.1:ENSG00000242727	0	0	0	0	0	0	0	0
UQCRHP4:ENSG00000242728	0	0	0	0	0	0	0	0
AC021006.1:ENSG00000242729	0	0	0	0	0	0	0	1
FAM86LP:ENSG00000242731	0	0	0	0	0	0	0	0
RTL5:ENSG00000242732	0	1	0	0	0	0	2	0
RPSAP26:ENSG00000242735	5	0	0	10	0	8	10	3
TRBV1:ENSG00000242736	0	0	0	0	0	0	0	0
AC012170.1:ENSG00000242737	0	0	0	0	0	0	0	0
AC090515.2:ENSG00000242747	0	0	0	0	0	0	0	0
RPL23AP81:ENSG00000242748	4	6	4	4	17	15	10	16
NMTRQ-TTG12-1:ENSG00000242752	0	0	0	0	0	0	0	0
RHOT1P3:ENSG00000242756	0	0	0	1	0	0	1	1
AL606462.1:ENSG00000242757	0	0	0	0	0	0	0	0
RN7SL824P:ENSG00000242764	0	0	0	0	0	0	0	0
IGKV1D-17:ENSG00000242766	0	0	0	0	0	0	0	0
AC096576.1:ENSG00000242768	0	0	0	0	0	0	0	0
RN7SL432P:ENSG00000242769	0	0	0	0	0	0	0	0
TRBV5-2:ENSG00000242771	0	0	0	0	0	0	0	0
ZNF702P:ENSG00000242779	20	23	14	21	23	31	29	44
AC135999.1:ENSG00000242793	0	0	0	0	0	0	0	0
RN7SL299P:ENSG00000242794	0	0	0	0	0	0	0	0
AP5Z1:ENSG00000242802	1285	1258	1282	1516	2324	2007	1797	3261
RPL26P31:ENSG00000242807	0	0	0	0	0	0	0	0
MRPL42P6:ENSG00000242810	0	0	0	0	0	0	0	0
RN7SL229P:ENSG00000242811	0	0	0	0	0	0	0	0
AC113398.1:ENSG00000242814	0	0	0	0	0	0	0	0
RN7SL846P:ENSG00000242818	0	0	0	0	0	0	0	0
RPS26P21:ENSG00000242829	0	0	0	0	0	0	0	0
RPL7AP56:ENSG00000242834	0	0	0	0	0	0	0	0
MTCO3P35:ENSG00000242836	0	0	0	0	0	0	0	0
RPL21P13:ENSG00000242837	0	0	0	0	0	0	0	0
KRT8P35:ENSG00000242841	15	15	6	7	8	11	5	9
ALDOAP1:ENSG00000242849	0	0	0	0	0	0	0	1
RPL23AP68:ENSG00000242850	0	0	0	0	0	0	0	0
ZNF709:ENSG00000242852	0	0	9	0	0	0	0	11
RN7SL749P:ENSG00000242853	0	1	0	0	0	0	0	1
DNM1P24:ENSG00000242854	0	0	0	0	0	0	0	0
RN7SL496P:ENSG00000242855	0	0	0	0	0	0	0	0
VN1R105P:ENSG00000242856	0	0	0	0	0	0	0	0
AC020899.1:ENSG00000242858	0	1	0	0	0	0	0	0
RN7SL180P:ENSG00000242860	0	0	0	0	0	0	0	0
RN7SL677P:ENSG00000242863	0	0	0	0	0	0	0	0
RN7SL244P:ENSG00000242865	0	0	0	2	0	0	0	0
STRC:ENSG00000242866	3	9	1	3	20	11	12	29
RBMY1B:ENSG00000242875	0	0	0	0	0	0	0	0
RN7SL812P:ENSG00000242876	0	0	0	0	0	0	0	0
RPL5P11:ENSG00000242882	0	1	0	1	0	0	0	1
IGHJ3:ENSG00000242887	0	0	0	0	0	0	0	0
AL133368.1:ENSG00000242888	0	0	0	0	0	0	0	0
RN7SL449P:ENSG00000242889	0	0	0	0	0	0	1	1
RN7SL413P:ENSG00000242893	0	0	0	0	0	0	0	0
RN7SL634P:ENSG00000242894	0	0	0	0	0	0	0	0
RPL7P16:ENSG00000242899	0	0	0	0	0	0	0	0
AC140059.1:ENSG00000242911	0	0	0	0	0	0	0	0
RN7SL384P:ENSG00000242912	0	0	0	0	0	0	0	0
SNRPGP7:ENSG00000242915	0	0	0	0	0	0	0	0
RPL21P104:ENSG00000242922	0	0	0	0	0	0	0	0
RN7SL868P:ENSG00000242928	0	0	0	0	0	0	0	0
RPL7P49:ENSG00000242931	1	1	0	0	1	1	0	0
RPL30P6:ENSG00000242936	0	0	0	0	0	0	0	0
RPL12P7:ENSG00000242941	0	0	0	0	0	0	0	0
NKAIN1P1:ENSG00000242943	0	0	0	0	0	0	0	0
RPL29P32:ENSG00000242945	0	0	0	0	0	0	0	0
EPS15P1:ENSG00000242948	0	0	0	0	0	0	0	0
ERVW-1:ENSG00000242950	1	1	2	0	5	1	1	4
AC007182.2:ENSG00000242951	0	2	3	1	4	1	2	4
RPSAP3:ENSG00000242952	2	0	0	2	1	1	3	0
AC139453.1:ENSG00000242953	0	0	0	0	0	0	0	0
AC040975.1:ENSG00000242958	0	0	0	0	0	0	0	0
FTH1P23:ENSG00000242960	8	15	18	8	15	9	10	14
AC026336.1:ENSG00000242963	0	0	0	0	0	0	0	0
AC096992.1:ENSG00000242968	0	0	0	0	0	0	0	1
AC068522.1:ENSG00000242970	1	1	0	1	0	0	0	1
RN7SL233P:ENSG00000242971	0	0	0	0	0	0	0	0
RN7SL177P:ENSG00000242976	0	0	0	0	0	0	0	0
PPIAP83:ENSG00000242978	0	0	0	0	0	0	0	0
RPS15AP18:ENSG00000242979	0	0	0	0	0	0	0	0
CABYRP1:ENSG00000242983	0	0	0	0	0	0	0	0
RN7SL50P:ENSG00000242985	0	0	0	0	0	0	0	0
RPL21P99:ENSG00000242986	0	0	0	0	0	0	0	0
RN7SL332P:ENSG00000242989	0	0	0	0	0	0	0	0
RPL13AP23:ENSG00000242990	0	0	0	0	0	0	0	0
RPL7P40:ENSG00000242991	0	0	0	0	0	0	0	0
FTH1P4:ENSG00000242992	0	0	0	0	0	0	0	0
AP000870.1:ENSG00000242993	0	0	0	0	0	0	0	0
AL161757.1:ENSG00000242995	0	0	0	0	0	0	0	0
RN7SL379P:ENSG00000242998	0	0	0	0	0	0	0	0
RN7SL239P:ENSG00000242999	0	0	0	0	0	0	0	0
RN7SL16P:ENSG00000243005	0	1	0	0	0	0	0	0
RPL12P35:ENSG00000243007	0	0	0	0	0	0	0	0
RN7SL266P:ENSG00000243011	0	0	0	0	0	0	0	0
PTMAP8:ENSG00000243014	0	0	0	0	0	0	0	0
RN7SL737P:ENSG00000243015	0	2	0	0	0	0	0	4
AC112482.2:ENSG00000243016	0	0	0	0	0	0	0	0
RPL7P39:ENSG00000243020	0	0	0	0	0	0	0	0
MARK3P3:ENSG00000243022	0	0	0	0	0	0	0	0
UBA52P3:ENSG00000243023	0	0	0	0	0	0	0	0
AC012158.1:ENSG00000243024	5	2	2	7	3	3	1	7
MTAPP1:ENSG00000243025	0	0	0	0	0	0	0	0
RN7SL354P:ENSG00000243027	0	0	0	0	0	0	0	0
RN7SL635P:ENSG00000243029	0	0	0	0	0	0	0	0
GAPDHP47:ENSG00000243033	0	0	0	0	0	0	0	0
RN7SL810P:ENSG00000243035	0	0	0	0	0	0	0	0
AL117692.1:ENSG00000243038	0	0	0	0	0	0	0	0
RBMY2FP:ENSG00000243040	0	0	0	0	0	0	0	0
AC128716.1:ENSG00000243044	0	0	0	0	0	0	0	0
FTHL18:ENSG00000243048	0	0	0	0	0	0	0	0
RN7SL33P:ENSG00000243049	0	0	0	0	0	0	0	0
RPL30P10:ENSG00000243050	0	0	0	0	0	0	0	0
RN7SL269P:ENSG00000243051	0	0	0	0	0	0	0	0
RPL31P58:ENSG00000243053	0	0	0	0	0	0	0	1
EIF4EBP3:ENSG00000243056	3	0	3	0	6	2	0	0
RPL39P33:ENSG00000243058	0	0	0	0	0	0	0	0
RN7SL400P:ENSG00000243059	0	0	0	0	0	0	0	0
IGKV3-7:ENSG00000243063	0	0	0	0	0	0	0	0
ABCC13:ENSG00000243064	0	0	0	0	0	0	0	0
RN7SL842P:ENSG00000243066	0	0	0	0	0	0	0	0
AC107032.1:ENSG00000243071	0	2	1	1	0	0	2	0
AF186996.3:ENSG00000243072	0	0	0	0	0	0	0	0
PRAMEF4:ENSG00000243073	0	0	0	0	0	0	0	0
RN7SL519P:ENSG00000243075	0	0	0	0	0	0	0	0
AL390726.1:ENSG00000243085	0	0	0	0	0	0	0	0
AC079203.1:ENSG00000243094	1	0	0	0	1	1	1	0
RPL3P10:ENSG00000243095	0	0	0	0	0	0	0	0
AC020983.1:ENSG00000243099	0	0	0	0	0	0	0	0
RPS3P7:ENSG00000243101	0	0	0	0	0	0	0	0
RN7SL452P:ENSG00000243103	0	0	0	0	0	0	0	0
MTND4LP14:ENSG00000243104	0	0	0	0	0	0	0	0
RN7SL849P:ENSG00000243115	2	0	0	0	0	1	1	0
AC092943.1:ENSG00000243116	6	4	3	5	9	1	7	10
AC016304.1:ENSG00000243122	0	0	0	0	0	0	0	0
RN7SL643P:ENSG00000243124	0	0	0	0	0	0	0	0
RN7SL807P:ENSG00000243125	0	0	0	0	0	0	0	0
AC023790.1:ENSG00000243129	0	0	0	0	0	0	0	0
PSG11:ENSG00000243130	0	0	0	0	0	0	0	0
UGT1A3:ENSG00000243135	0	0	0	0	0	0	0	0
RN7SL22P:ENSG00000243136	0	0	0	0	0	0	0	0
PSG4:ENSG00000243137	0	0	0	0	1	0	0	1
RPL23AP66:ENSG00000243141	0	0	0	0	0	0	0	0
MRPL33:ENSG00000243147	1031	897	893	1041	1291	1054	1250	2173
SYPL1P1:ENSG00000243154	0	0	0	0	0	0	0	0
MICAL3:ENSG00000243156	1079	1054	685	1072	1288	1075	1063	1728
AC093270.3:ENSG00000243160	0	0	0	0	0	0	0	0
AC087879.1:ENSG00000243164	0	0	0	0	0	0	0	0
AC025033.1:ENSG00000243165	0	0	0	0	0	0	0	0
RPS10P28:ENSG00000243167	0	0	0	0	0	0	0	0
AC041039.1:ENSG00000243171	0	0	0	0	0	0	0	0
RN7SL861P:ENSG00000243173	0	0	0	0	0	0	0	0
RPSAP36:ENSG00000243175	1	1	1	0	0	0	0	2
AC087343.1:ENSG00000243181	0	0	0	0	1	0	0	0
HNRNPA1P17:ENSG00000243188	0	0	0	0	0	0	0	0
TUBBP11:ENSG00000243195	0	0	0	0	0	0	0	0
AC115223.1:ENSG00000243199	81	107	88	121	125	129	165	243
PPAN-P2RY11:ENSG00000243207	39	54	45	54	55	19	78	38
AC007686.1:ENSG00000243225	0	0	0	0	0	0	0	0
RN7SL55P:ENSG00000243227	0	0	0	0	0	0	0	0
PCDHAC2:ENSG00000243232	23	41	11	12	17	29	17	46
AC010326.1:ENSG00000243234	0	0	0	0	0	0	0	0
GSTA9P:ENSG00000243236	0	0	0	1	1	1	0	2
IGKV2-30:ENSG00000243238	0	0	0	0	0	0	0	0
STON1:ENSG00000243244	0	2	0	4	2	3	2	4
RPS6P16:ENSG00000243250	0	0	0	0	0	0	0	0
RN7SL350P:ENSG00000243254	0	0	0	0	0	0	0	0
RPL30P14:ENSG00000243256	0	0	0	0	0	0	1	0
MTCO2P29:ENSG00000243257	0	0	0	0	0	0	0	0
RN7SL558P:ENSG00000243260	0	0	0	0	0	1	0	0
IGKV2D-29:ENSG00000243264	0	0	0	0	0	0	0	0
RPL23AP55:ENSG00000243265	0	0	0	0	0	0	0	0
RN7SL614P:ENSG00000243267	0	0	0	0	0	0	0	0
RN7SL571P:ENSG00000243274	0	0	0	0	0	0	0	0
PRAF2:ENSG00000243279	38	28	39	40	51	49	52	89
AC093663.2:ENSG00000243280	0	0	0	0	1	2	0	0
VSIG8:ENSG00000243284	0	0	1	0	0	1	0	0
RPS17P14:ENSG00000243287	0	0	0	0	0	0	0	0
AGAP13P:ENSG00000243289	0	0	0	0	0	0	0	0
IGKV1-12:ENSG00000243290	0	0	0	0	0	0	0	0
RPL31P61:ENSG00000243297	0	0	0	0	0	0	0	0
AC018638.4:ENSG00000243302	129	156	84	176	209	193	123	200
AC103987.2:ENSG00000243303	0	0	0	0	0	0	0	0
AC008494.1:ENSG00000243304	0	0	0	0	0	0	1	0
POM121L6P:ENSG00000243307	0	0	0	0	0	0	0	0
AC093827.1:ENSG00000243312	0	0	1	0	0	0	0	0
RN7SL285P:ENSG00000243313	0	0	0	0	0	0	0	0
AC106707.2:ENSG00000243314	0	0	0	0	0	0	0	0
GUCY2GP:ENSG00000243316	0	0	0	0	0	0	0	0
STMP1:ENSG00000243317	371	346	288	336	367	346	334	542
PTPRVP:ENSG00000243323	0	0	0	0	0	0	0	0
AC083982.1:ENSG00000243328	0	0	0	0	0	0	0	1
RN7SL174P:ENSG00000243333	0	0	0	0	0	0	0	0
KCTD7:ENSG00000243335	54	61	44	36	71	60	31	72
RN7SL307P:ENSG00000243338	0	0	0	0	0	0	0	0
RN7SL738P:ENSG00000243339	0	0	0	0	0	0	0	0
RN7SL601P:ENSG00000243346	0	0	0	0	0	0	0	0
RN7SL8P:ENSG00000243352	0	0	0	0	0	0	0	0
RPS29P19:ENSG00000243353	0	0	0	0	0	0	0	0
AC012123.2:ENSG00000243355	0	0	0	0	0	0	0	0
RN7SL815P:ENSG00000243359	0	0	0	0	0	0	0	0
EFNA4:ENSG00000243364	63	59	59	70	71	65	49	93
RN7SL278P:ENSG00000243365	0	0	0	0	0	0	0	0
RN7SL60P:ENSG00000243366	0	0	0	0	0	0	0	0
RN7SL775P:ENSG00000243370	0	0	0	0	1	0	0	0
RN7SL173P:ENSG00000243373	0	0	0	0	0	0	0	0
RN7SL72P:ENSG00000243374	0	0	0	0	0	0	0	0
AC083801.1:ENSG00000243378	0	0	0	0	0	0	0	0
RN7SL89P:ENSG00000243383	0	0	0	0	0	0	0	0
AC094085.1:ENSG00000243385	1	0	0	0	0	0	0	0
RPL3P3:ENSG00000243388	0	0	0	0	0	0	0	0
AC084198.3:ENSG00000243396	0	0	0	0	0	0	0	0
RN7SL141P:ENSG00000243398	0	0	0	0	0	0	0	0
AC022973.2:ENSG00000243402	0	0	0	0	0	0	0	0
AC090543.3:ENSG00000243403	1	0	0	0	2	2	0	2
RPL35AP32:ENSG00000243404	0	0	0	0	0	0	0	0
MRPS31P5:ENSG00000243406	102	111	82	115	193	154	166	260
TICAM2:ENSG00000243414	0	5	0	0	5	6	17	6
RPS3AP18:ENSG00000243417	0	0	0	0	0	0	0	0
RN7SL734P:ENSG00000243420	0	0	0	0	0	0	0	0
RPL23AP49:ENSG00000243422	0	2	2	1	0	0	0	1
AC004223.1:ENSG00000243423	0	0	0	0	0	0	0	0
RN7SL107P:ENSG00000243424	0	0	0	0	0	0	0	0
RN7SL454P:ENSG00000243426	0	0	0	0	0	0	0	0
OR7E29P:ENSG00000243429	0	0	0	0	0	0	0	0
RPL5P30:ENSG00000243431	3	2	3	1	5	3	6	3
RN7SL370P:ENSG00000243437	0	0	0	0	0	0	0	0
LARP1BP2:ENSG00000243438	0	0	0	0	0	1	0	0
RN7SL352P:ENSG00000243439	0	0	0	0	0	0	0	0
AC106820.1:ENSG00000243445	1	0	0	0	2	0	0	0
RN7SL284P:ENSG00000243446	0	0	0	0	0	0	0	0
C4orf48:ENSG00000243449	58	52	43	44	41	46	44	88
RPS18P13:ENSG00000243455	0	0	0	0	0	0	0	0
IGKV1-5:ENSG00000243466	0	0	0	0	0	0	0	0
INGX:ENSG00000243468	1	0	0	0	0	0	0	1
RPL7P51:ENSG00000243469	0	0	0	0	0	0	0	1
NAA80:ENSG00000243477	70	60	21	28	31	35	24	38
AOX2P:ENSG00000243478	0	0	1	0	0	0	1	0
AMY2A:ENSG00000243480	0	0	0	0	0	0	0	0
AC078785.3:ENSG00000243483	0	0	0	0	0	0	0	0
RN7SL337P:ENSG00000243488	0	0	0	0	0	0	0	0
KRTAP10-11:ENSG00000243489	0	0	0	0	0	0	0	0
AC011476.1:ENSG00000243494	0	0	0	0	0	0	0	0
GMFBP1:ENSG00000243495	0	0	0	0	0	1	0	0
UBA52P5:ENSG00000243498	0	0	0	0	0	0	0	0
RPS6P21:ENSG00000243499	0	0	0	0	0	0	0	0
AL365232.1:ENSG00000243501	0	0	0	0	0	0	1	0
AC090453.1:ENSG00000243503	0	0	0	0	0	0	0	0
RPS23P1:ENSG00000243504	0	0	0	0	0	0	0	0
RN7SL240P:ENSG00000243505	0	0	0	0	0	0	0	0
AC005908.1:ENSG00000243507	0	0	0	0	0	0	0	0
AC108688.1:ENSG00000243508	1	0	0	0	0	0	0	0
TNFRSF6B:ENSG00000243509	29	43	14	22	15	29	9	11
RN7SL111P:ENSG00000243510	0	0	0	0	0	0	0	0
RPL32P33:ENSG00000243514	0	0	0	0	0	0	0	0
RPL12P40:ENSG00000243516	0	0	0	0	0	0	0	0
AC024940.3:ENSG00000243517	8	4	2	3	2	2	1	10
AC108729.2:ENSG00000243518	0	0	0	0	0	0	0	0
IGLVIVOR22-2:ENSG00000243519	0	0	0	0	0	0	0	0
RPL5P33:ENSG00000243521	0	0	0	0	0	0	0	0
AC079804.2:ENSG00000243531	0	0	0	0	0	0	0	0
RN7SL19P:ENSG00000243532	0	0	0	0	0	0	0	0
KC877373.1:ENSG00000243537	1	1	0	0	0	0	0	0
RPS26P28:ENSG00000243538	0	0	0	0	1	0	0	0
RN7SL649P:ENSG00000243539	0	0	0	0	0	0	0	0
RN7SL104P:ENSG00000243541	0	0	0	0	0	0	0	0
WFDC6:ENSG00000243543	0	0	0	0	0	0	0	0
RN7SL172P:ENSG00000243544	0	0	0	0	0	1	0	1
RN7SL108P:ENSG00000243546	0	0	0	0	0	0	0	0
HNRNPKP4:ENSG00000243547	53	50	39	38	59	54	53	81
RN7SL101P:ENSG00000243548	0	0	0	0	0	0	0	0
RN7SL705P:ENSG00000243549	0	0	0	0	0	0	0	0
AC004967.1:ENSG00000243554	41	32	33	41	50	44	45	103
RN7SL364P:ENSG00000243560	0	0	0	0	0	0	0	0
RN7SL838P:ENSG00000243562	0	0	0	0	0	0	0	0
UPK3B:ENSG00000243566	5	4	3	1	3	8	0	5
AC020779.1:ENSG00000243568	0	0	0	0	0	0	0	0
RPS29P25:ENSG00000243581	0	0	0	0	0	0	0	0
AC068769.1:ENSG00000243584	0	0	0	0	0	0	0	0
RN7SL282P:ENSG00000243591	0	0	0	0	0	0	0	0
RPL17P22:ENSG00000243592	0	0	0	0	0	0	0	0
AC130509.1:ENSG00000243596	0	0	0	0	0	0	0	0
RPL12P24:ENSG00000243601	0	1	1	0	3	1	7	8
RPL35AP26:ENSG00000243607	0	0	0	0	0	0	0	0
RPS2P44:ENSG00000243609	0	0	0	0	1	0	0	0
AC003989.2:ENSG00000243621	0	0	0	0	0	0	0	0
SMIM34A:ENSG00000243627	0	0	0	0	0	0	0	0
RN7SL542P:ENSG00000243633	0	0	0	0	0	0	0	0
AC091804.1:ENSG00000243635	0	0	0	0	0	0	0	0
OR13C7:ENSG00000243641	0	0	0	0	0	0	0	0
RN7SL526P:ENSG00000243642	0	0	0	0	0	0	0	0
TSPY20P:ENSG00000243643	0	0	0	0	0	0	0	0
IL10RB:ENSG00000243646	145	162	111	146	154	147	98	163
AC109454.1:ENSG00000243648	0	0	0	0	0	0	1	1
CFB:ENSG00000243649	57	94	16	23	36	36	13	25
RN7SL834P:ENSG00000243650	3	3	1	1	1	2	2	2
MTND5P16:ENSG00000243658	0	0	0	0	0	0	0	0
FO393419.3:ENSG00000243659	0	0	0	0	1	0	0	0
ZNF487:ENSG00000243660	18	24	20	17	19	14	12	20
WBP1LP1:ENSG00000243661	0	0	0	0	0	0	0	0
RPS4XP14:ENSG00000243663	0	0	0	0	1	0	1	0
RPS29P12:ENSG00000243664	0	0	0	0	0	0	0	0
WDR92:ENSG00000243667	227	230	140	192	206	184	177	320
RPL34P23:ENSG00000243669	0	0	0	0	0	0	0	0
RN7SL761P:ENSG00000243671	0	0	0	0	0	0	0	0
RPS3AP40:ENSG00000243672	0	0	0	0	0	0	0	0
OR7E66P:ENSG00000243674	0	0	0	0	0	0	0	0
AC080013.2:ENSG00000243675	0	0	0	1	0	0	0	0
NME2:ENSG00000243678	2825	2624	2080	2904	2898	2655	3043	5061
AC018638.5:ENSG00000243679	81	78	40	57	105	88	65	135
RPL37P23:ENSG00000243680	2	0	2	3	1	2	0	3
RPLP1P11:ENSG00000243686	0	1	1	2	3	0	2	0
AC079594.1:ENSG00000243687	0	0	0	0	0	0	0	0
AL353729.1:ENSG00000243695	0	1	0	0	1	0	0	0
AC006254.1:ENSG00000243696	16	23	4	5	13	7	3	16
AC009108.1:ENSG00000243697	0	0	0	0	0	0	0	0
RN7SL598P:ENSG00000243700	0	0	0	0	0	0	0	0
RN7SL638P:ENSG00000243702	0	0	0	0	0	0	0	0
RN7SL105P:ENSG00000243704	0	1	0	0	0	0	0	0
AC010531.2:ENSG00000243705	0	0	0	0	0	0	0	0
PLA2G4B:ENSG00000243708	76	59	15	7	53	35	42	68
LEFTY1:ENSG00000243709	0	0	0	0	0	0	0	2
CFAP57:ENSG00000243710	4	6	7	5	4	1	1	5
RPL21P116:ENSG00000243711	0	0	0	0	0	0	0	0
NPIPB5:ENSG00000243716	1771	1963	1614	2360	3665	2856	3885	5664
RPL21P127:ENSG00000243720	0	0	0	0	0	0	0	0
RPL23AP63:ENSG00000243721	0	0	0	0	0	0	0	0
RN7SL393P:ENSG00000243723	0	0	0	0	0	0	0	0
TTC4:ENSG00000243725	961	947	728	956	1269	1090	1155	2111
OR5V1:ENSG00000243729	0	0	0	0	0	0	0	0
RPL29P3:ENSG00000243730	0	0	0	0	0	0	1	0
RN7SL181P:ENSG00000243738	0	0	0	0	2	1	0	0
RPLP0P2:ENSG00000243742	12	10	11	19	19	16	25	50
AC016546.1:ENSG00000243744	0	0	0	0	0	0	0	0
EEF1A1P10:ENSG00000243746	1	3	0	2	2	1	2	1
